,hint,origin,roots,word
535,?［?＝middle 中；?（?is）= rugged mountain 崎岖的山；?→“of middle high mountain 中等高度的山”→］? of middle quality; neither good nor bad 中等的；普普通通的；平庸的／The author of the book is in no way a ? scholar. 该书的作者绝不是一个平庸的学者。,mediocre［medi＝middle 中；ocr（ocris）= rugged mountain 崎岖的山；-e→“of middle high mountain 中等高度的山”→］a. of middle quality; neither good nor bad 中等的；普普通通的；平庸的／The author of the book is in no way a mediocre scholar. 该书的作者绝不是一个平庸的学者。,"['medi', 'ocr', 'ocris', '-e']",mediocre
536,?［?＝smaller or less 较小或较少的→］Ⅰ ? less important in comparison 次要的／some ? officials were involved in the financial scandal. 一些低级官员卷入这起经济丑闻之中。→ Ⅱ ? person who is younger than an adult 未成年人／It is illegal to sell cigarettes to ?s. 向未成年人出售香烟是违法的。,minor［minor＝smaller or less 较小或较少的→］Ⅰ a. less important in comparison 次要的／some minor officials were involved in the financial scandal. 一些低级官员卷入这起经济丑闻之中。→ Ⅱ n. person who is younger than an adult 未成年人／It is illegal to sell cigarettes to minors. 向未成年人出售香烟是违法的。,"['minor', 'a.']",minor
537,"?［?＝smaller 较小的；?＝the quality 表性质→“smaller quantity 较小的数量”→］? ① smaller number, or smaller part 少数；少数派／Sometimes the ? matters a great deal in a vote. 有时少数派在选举中事关成败。② smaller racial group in a community 少数民族／The Indians become a ? in the United States now. 现在印第安人变成美国的少数民族了。","minority［minor＝smaller 较小的；-ity n.＝the quality 表性质→“smaller quantity 较小的数量”→］n. ① smaller number, or smaller part 少数；少数派／Sometimes the minority matters a great deal in a vote. 有时少数派在选举中事关成败。② smaller racial group in a community 少数民族／The Indians become a minority in the United States now. 现在印第安人变成美国的少数民族了。","['minor', '-ity n.']",minority
538,"?［?（?的中性形式）= less 更少的→］I ? less than zero, or negative 小于零的；负的／a ? quantity 负数→Ⅱ ? being less by 减去／Five ? two is three. 5减去2等于3。","minus［minus（minor的中性形式）= less 更少的→］I a. less than zero, or negative 小于零的；负的／a minus quantity 负数→Ⅱ prep. being less by 减去／Five minus two is three. 5减去2等于3。","['minus', 'minor', 'a.']",minus
539,"?［?＝less important or inferior 次要的，低下的；?＝person 人→“person in an inferior position, or servant 身份卑下的人，仆人”→“servant of the crown 王权之仆”→“servant to the country and only inferior to the head of state 地位仅次于元首的公仆”→］Ⅰ? person in charge of a department in a government 大臣；部长／In the UK, prime ? is head of the government. 在英国，首相是政府首脑。→Ⅱ? act as servant, or give service 服务；伺候／It's our duty to ? to an old man's wants. 照顾老人是我们的责任。","minister［mini＝less important or inferior 次要的，低下的；-ster n.＝person 人→“person in an inferior position, or servant 身份卑下的人，仆人”→“servant of the crown 王权之仆”→“servant to the country and only inferior to the head of state 地位仅次于元首的公仆”→］Ⅰn. person in charge of a department in a government 大臣；部长／In the UK, prime minister is head of the government. 在英国，首相是政府首脑。→Ⅱv. act as servant, or give service 服务；伺候／It's our duty to minister to an old man's wants. 照顾老人是我们的责任。","['mini', '-ster n.', 'n.']",minister
540,?［minist(e)r ?＝to give service or help 服务，帮助；?＝the act 表行为→］? giving service or help to those in need 服侍；帮助／The patient soon recovered under the tender ?s of the nurses. 在护士们的精心护理下，病人很快康复了。,ministration［minist(e)r v.＝to give service or help 服务，帮助；-ation n.＝the act 表行为→］n. giving service or help to those in need 服侍；帮助／The patient soon recovered under the tender ministrations of the nurses. 在护士们的精心护理下，病人很快康复了。,"['v.', '-ation n.']",ministration
541,?［?＝small 小的；?＝thing 事物→“first small unit of time 时间的第一级小单位”→］? sixtieth part of an hour 一分钟／Our team won in the final ?utes of the game. 我队在比赛的最后几分钟获胜。,minute1［min＝small 小的；-ute n.＝thing 事物→“first small unit of time 时间的第一级小单位”→］n. sixtieth part of an hour 一分钟／Our team won in the final minutes of the game. 我队在比赛的最后几分钟获胜。,"['min', '-ute n.']",minute1
542,?［?＝smaller 较小的；?＝being …的→“being smaller than anything concerned 比任何参照物都小的”→］? ① very small 微小的／We will not give up even the chances of success are ?ute. 即使成功的可能性极小，我们也不会放弃。② giving attention to the smallest points; very careful and exact 详细的；细致的／The lawyer went over the contract in ?ute detail. 律师非常细致地把合同检查了一遍。,minute2［min＝smaller 较小的；-ute a.＝being …的→“being smaller than anything concerned 比任何参照物都小的”→］a. ① very small 微小的／We will not give up even the chances of success are minute. 即使成功的可能性极小，我们也不会放弃。② giving attention to the smallest points; very careful and exact 详细的；细致的／The lawyer went over the contract in minute detail. 律师非常细致地把合同检查了一遍。,"['min', '-ute a.']",minute2
543,?［?（?）= apart 离去；?＝less 较少的；?＝to make 使…→］? make less by taking apart 使减少／The illness ?ed his strength. 这场病使他衰弱无力。,diminish［di-（dis-）= apart 离去；min＝less 较少的；-ish v.＝to make 使…→］v. make less by taking apart 使减少／The illness diminished his strength. 这场病使他衰弱无力。,"['di-', 'dis-', 'min', '-ish v.']",diminish
544,?［?＝to 对；minister ?＝to give service or perform duties 服务或执责→“to perform duties to 对…执责”→］? govern; manage 执行；管理／The courts ? the law. 法院执行法律。,administer［ad-＝to 对；minister v.＝to give service or perform duties 服务或执责→“to perform duties to 对…执责”→］v. govern; manage 执行；管理／The courts administer the law. 法院执行法律。,"['ad-', 'v.']",administer
545,"?［?＝to, into 去，进；?＝to send or let go 发送，放行→“to send into, or to let go into 送进去，放进去”→］? ① let in; let enter 让…进入／One ticket only ?s one person to the theater. 一张戏票只能进一个人。② allow to join 接纳／They are ?ted to the trade unions. 他们被批准加入工会。","admit［ad-＝to, into 去，进；mit＝to send or let go 发送，放行→“to send into, or to let go into 送进去，放进去”→］v. ① let in; let enter 让…进入／One ticket only admits one person to the theater. 一张戏票只能进一个人。② allow to join 接纳／They are admitted to the trade unions. 他们被批准加入工会。","['ad-', 'mit']",admit
546,?［?＝completely 表加强词义；?＝to send 送→］? ① send in custody 把…送押／The criminal was ?ted to prison. 犯人被押送到监狱去。② send to the care of 把…提交给／We ?ted the case to the department concerned. 我们把案件提交有关部门处理。③ send or devote oneself to some duty; pledge 使负责；使承担（义务）／He refused to ? himself to supporting the family. 他拒绝赡养家庭。,commit［com-＝completely 表加强词义；mit＝to send 送→］v. ① send in custody 把…送押／The criminal was committed to prison. 犯人被押送到监狱去。② send to the care of 把…提交给／We committed the case to the department concerned. 我们把案件提交有关部门处理。③ send or devote oneself to some duty; pledge 使负责；使承担（义务）／He refused to commit himself to supporting the family. 他拒绝赡养家庭。,"['com-', 'mit']",commit
547,"?［?＝away 离开；?＝to send 送，发→］? send away from a place, a job, an office, etc. 打发走；解雇；撤职等／The boss ?ed him without any reason. 老板毫无道理地把他解雇了。","dismiss［dis-＝away 离开；miss＝to send 送，发→］v. send away from a place, a job, an office, etc. 打发走；解雇；撤职等／The boss dismissed him without any reason. 老板毫无道理地把他解雇了。","['dis-', 'miss']",dismiss
548,?［?＝to send 发送；?＝capable of 可…的→］Ⅰ? capable of being sent or thrown 可发送的；可投掷的／A hand-grenade is a ? weapo? 手榴弹是一种投掷武器。→Ⅱ? guided ? 导弹／A cruise ? is a nuclear ? that can travel very long distance. 巡航导弹是一种核导弹，它能飞很长的距离。,missile［miss＝to send 发送；-ile a.＝capable of 可…的→］Ⅰa. capable of being sent or thrown 可发送的；可投掷的／A hand-grenade is a missile weapon. 手榴弹是一种投掷武器。→Ⅱn. guided missile 导弹／A cruise missile is a nuclear missile that can travel very long distance. 巡航导弹是一种核导弹，它能飞很长的距离。,"['miss', '-ile a.', 'a.']",missile
549,"?［?（?）= out 出；?＝to send 送，发→］? send out or give off（sound, light, heat, etc.）散发；发射出（声、光、热等）／The firecracker ?ted sparks in all directions. 爆竹一响，火花四射。","emit［e-（ex-）= out 出；mit＝to send 送，发→］v. send out or give off（sound, light, heat, etc.）散发；发射出（声、光、热等）／The firecracker emitted sparks in all directions. 爆竹一响，火花四射。","['e-', 'ex-', 'mit']",emit
550,?［?（?）= in front of 在…面前；?＝to send 送→“to send sth in front of sb else 把某物送到他人面前”→“to let it go away from oneself 让某物离开自己”→］? leave out; fail to use 删去；省略／This paragraph can be ?ted. 这段文字可以删去。,omit［o-（ob-）= in front of 在…面前；mit＝to send 送→“to send sth in front of sb else 把某物送到他人面前”→“to let it go away from oneself 让某物离开自己”→］v. leave out; fail to use 删去；省略／This paragraph can be omitted. 这段文字可以删去。,"['o-', 'ob-', 'mit']",omit
551,?［?＝through 通过；?＝to send 送→“to send sb through or let him pass 送其过去，让其通过”→］? offer an opportunity for; allow 许可；允许／You are not ?ted to smoke here. 你不能在这里吸烟。,permit［per-＝through 通过；mit＝to send 送→“to send sb through or let him pass 送其过去，让其通过”→］v. offer an opportunity for; allow 许可；允许／You are not permitted to smoke here. 你不能在这里吸烟。,"['per-', 'mit']",permit
552,"?［?＝under 在…之下；?＝to send 送→“to send under someone's control 送到某人的管辖之下”→］? ① send or put forward for consideration or decision 送交；呈交／He has ?ted a case to the court. 他已经向法院起诉。② cause to yield, or subject 使服从；屈从／Soldiers must ? themselves to army discipline. 士兵必须遵守军纪。","submit［sub-＝under 在…之下；mit＝to send 送→“to send under someone's control 送到某人的管辖之下”→］v. ① send or put forward for consideration or decision 送交；呈交／He has submitted a case to the court. 他已经向法院起诉。② cause to yield, or subject 使服从；屈从／Soldiers must submit themselves to army discipline. 士兵必须遵守军纪。","['sub-', 'mit']",submit
553,"?［?＝across 越，?＝to send 送→］? send across, or pass on 传送；传达／The news was ?ted by email. 这消息是用电子邮件发送的。","transmit［trans-＝across 越，mit＝to send 送→］v. send across, or pass on 传送；传达／The news was transmitted by email. 这消息是用电子邮件发送的。","['trans-', 'mit']",transmit
554,"?［?＝measure 度量；?= thing 事物→“the result of measures by an architect 建筑师度量的结果”→“an architect's plan建筑师的图样”→］? ① small copy of a building, machine, etc. 模型，模式／I bought a ? of the Eiffel Tower in Paris. 我在巴黎买了一个埃菲尔铁塔的模型。② good example of a particular quality 典型；模范／This school is a ? of excellence. 这个学校是优秀学校的典范。③ one whose job is to show fashions 模特儿／A lot of fashion ?s look far too thi? 许多时装模特儿看起来太瘦了。","model［mod＝measure 度量；-el n.= thing 事物→“the result of measures by an architect 建筑师度量的结果”→“an architect's plan建筑师的图样”→］n. ① small copy of a building, machine, etc. 模型，模式／I bought a model of the Eiffel Tower in Paris. 我在巴黎买了一个埃菲尔铁塔的模型。② good example of a particular quality 典型；模范／This school is a model of excellence. 这个学校是优秀学校的典范。③ one whose job is to show fashions 模特儿／A lot of fashion models look far too thin. 许多时装模特儿看起来太瘦了。","['mod', '-el n.']",model
555,"?［?＝measure 度量；?＝toward 向…→“toward the latest measures 对着刚量的尺度”→“newest plan 最新图样”→］? ① using new style, contemporary 当代的，现代的／The architecture of the hotel is strikingly ?. 该酒店的建筑风格非常现代。② using the most recent methods 现代化的；新式的／Modern technology has a huge impact on our life. 新技术对我们的生活影响巨大。③ relating to the present time 现代的；近代的／Women place a more important role in ? society. 妇女在现代社会发挥更大的作用。","modern［mod＝measure 度量；-ern a.＝toward 向…→“toward the latest measures 对着刚量的尺度”→“newest plan 最新图样”→］n. ① using new style, contemporary 当代的，现代的／The architecture of the hotel is strikingly modern. 该酒店的建筑风格非常现代。② using the most recent methods 现代化的；新式的／Modern technology has a huge impact on our life. 新技术对我们的生活影响巨大。③ relating to the present time 现代的；近代的／Women place a more important role in modern society. 妇女在现代社会发挥更大的作用。","['mod', '-ern a.']",modern
556,?［?＝measure 度量；?= of the best 最佳…的→“of the best measure 最佳尺度的”→］? ① not large and expensive 不豪华的／They grew up in a ? house in New York. 他们在纽约一座不大的房子里长大。② not like to talk about oneself; not boastful 谦虚的；谦逊的／He is quite ? about his achievements. 他提到自己的成就时相当谦虚。,modest［mod＝measure 度量；-est a.= of the best 最佳…的→“of the best measure 最佳尺度的”→］a. ① not large and expensive 不豪华的／They grew up in a modest house in New York. 他们在纽约一座不大的房子里长大。② not like to talk about oneself; not boastful 谦虚的；谦逊的／He is quite modest about his achievements. 他提到自己的成就时相当谦虚。,"['mod', '-est a.']",modest
557,"?［?＝measure 度量；?＝the better 较佳；?＝to make 使→“to make the better measure 使尺度较佳”→“to keep within due measure 保持适当尺度”→］Ⅰ? ① keep reasonable 使合理 ② make less extreme 使和缓，减轻／The pace of economic growth has ?d. 经济增长的速度已经减缓。→Ⅱ? ① reasonable, not extreme 合理的；温和的／The tone of his speech was ?. 他讲话的口气是温和的。② neither great nor small in degree 适度的，适中的／Better to cook it over a ? heat. 最好用中火来煮它。","moderate［mod＝measure 度量；-er a.＝the better 较佳；-ate v.＝to make 使→“to make the better measure 使尺度较佳”→“to keep within due measure 保持适当尺度”→］Ⅰv. ① keep reasonable 使合理 ② make less extreme 使和缓，减轻／The pace of economic growth has moderated. 经济增长的速度已经减缓。→Ⅱa. ① reasonable, not extreme 合理的；温和的／The tone of his speech was moderate. 他讲话的口气是温和的。② neither great nor small in degree 适度的，适中的／Better to cook it over a moderate heat. 最好用中火来煮它。","['mod', '-er a.', '-ate v.', 'v.']",moderate
558,?［?＝measure or manner 度量，方式；? →］? ① particular manner of doing things 做法；方式，方法／Email has become a popular ? of communicatio? 电子邮件已经成为大众的沟通方式。② particular fashion or style 风格；式样／The novel was written in the ? of a detective story. 该小说是以侦探故事风格创作的。,mode［mod＝measure or manner 度量，方式；-e →］n. ① particular manner of doing things 做法；方式，方法／Email has become a popular mode of communication. 电子邮件已经成为大众的沟通方式。② particular fashion or style 风格；式样／The novel was written in the mode of a detective story. 该小说是以侦探故事风格创作的。,"['mod', '-e']",mode
559,"?［?＝measure 度量；?；?＝to make 使→“to make to fit the measure 使符合尺度”→“to avoid difference 避免偏差”→］? change slightly in order to improve, or alter 改动；修改；更改／The windows should be ?ified to fit the frames. 这些窗户要整修一下才对得上窗框。","modify［mod＝measure 度量；-i-；-fy v.＝to make 使→“to make to fit the measure 使符合尺度”→“to avoid difference 避免偏差”→］v. change slightly in order to improve, or alter 改动；修改；更改／The windows should be modified to fit the frames. 这些窗户要整修一下才对得上窗框。","['mod', '-i-', '-fy v.']",modify
560,?［?＝measure 度量；?＝thing 事物→“sth for easy measure 方便度量的事物”→“unit of measurement 度量单位”→］? ① one of several units of a structure（结构体的）组件／Modern buildings are made of several kinds of ?s. 现代建筑物是由各种组件构成的。② one of the separate units of a course（课程的）单元／The intermediate course consists of ten ?s. 中级课程包含10个单元。,module［mod＝measure 度量；-ule n.＝thing 事物→“sth for easy measure 方便度量的事物”→“unit of measurement 度量单位”→］n. ① one of several units of a structure（结构体的）组件／Modern buildings are made of several kinds of modules. 现代建筑物是由各种组件构成的。② one of the separate units of a course（课程的）单元／The intermediate course consists of ten modules. 中级课程包含10个单元。,"['mod', '-ule n.']",module
561,?［?（?）= completely 完全（表强调）；?＝with 与；?＝measure 度量；?＝to make 使→“to make or help sb completely accord with the measure 帮助某人与度量物完全相适应”→“to adapt the measure for the needs 改变度量以应所需”→“to afford the needs 提供所需”→］? ① provide enough space for 提供充足空间／The ship can ? up to 400 passengers. 该轮船可以承载多达400位乘客。② provide shelter for 提供住处，容纳／The hotel can ? 600 guests. 该酒店可以容纳600位客人。,accommodate［ac-（ad-）= completely 完全（表强调）；com-＝with 与；mod＝measure 度量；-ate v.＝to make 使→“to make or help sb completely accord with the measure 帮助某人与度量物完全相适应”→“to adapt the measure for the needs 改变度量以应所需”→“to afford the needs 提供所需”→］v. ① provide enough space for 提供充足空间／The ship can accommodate up to 400 passengers. 该轮船可以承载多达400位乘客。② provide shelter for 提供住处，容纳／The hotel can accommodate 600 guests. 该酒店可以容纳600位客人。,"['ac-', 'ad-', 'com-', 'mod', '-ate v.']",accommodate
562,"?［?＝with 与；?＝measure 度量；?＝thing 事物→“things which help sb accord with the measure 帮助某人与度量物相适应之物”→“things for one's convenience 供人方便之物”→］? ① sth useful or necessary 有用之物，必需品／Time is most valuable ?. 时间是最有价值的东西。② goods, especially food, fuel, etc.（尤指粮食、燃料等）商品／The com?ities on the list are in urgent need. 请单上所列之商品是急需的。","commodity［com-＝with 与；mod＝measure 度量；-ity n.＝thing 事物→“things which help sb accord with the measure 帮助某人与度量物相适应之物”→“things for one's convenience 供人方便之物”→］n. ① sth useful or necessary 有用之物，必需品／Time is most valuable commodity. 时间是最有价值的东西。② goods, especially food, fuel, etc.（尤指粮食、燃料等）商品／The commodities on the list are in urgent need. 请单上所列之商品是急需的。","['com-', 'mod', '-ity n.']",commodity
563,?［?＝hill 山；?＝thing 物→“high thing like a hill 像山一样的物体”→］? ① very big hill 山，山岳／There were still snows on the ? tops. 山顶还有积雪。② large pile of 大堆，大量／He has been buried under a ? of paperwork. 他一直埋头处理一大堆的文案工作。,mountain［mount＝hill 山；-ain n.＝thing 物→“high thing like a hill 像山一样的物体”→］n. ① very big hill 山，山岳／There were still snows on the mountain tops. 山顶还有积雪。② large pile of 大堆，大量／He has been buried under a mountain of paperwork. 他一直埋头处理一大堆的文案工作。,"['mount', '-ain n.']",mountain
564,?［?＝to climb 攀登；hill 山 →］Ⅰ? ① climb up or go up 爬上，登上／The winner ?ed the steps to receive his award. 胜利者上台领奖。② get on a horse 骑上马／The soldiers ?ed up and rode off. 士兵们上马扬尘而去。③ fix firmly in a particular position 安放；固定／A machine gun was ?ed on the roof. 屋顶上架着一挺机枪。→Ⅱ? ?ain as a name 山（用于山名）／Mount Kenya 肯尼亚山,mount［mount＝to climb 攀登；hill 山 →］Ⅰv. ① climb up or go up 爬上，登上／The winner mounted the steps to receive his award. 胜利者上台领奖。② get on a horse 骑上马／The soldiers mounted up and rode off. 士兵们上马扬尘而去。③ fix firmly in a particular position 安放；固定／A machine gun was mounted on the roof. 屋顶上架着一挺机枪。→Ⅱn. mountain as a name 山（用于山名）／Mount Kenya 肯尼亚山,"['mount', 'v.']",mount
565,?［?＝to undo 表相反动作；mount ? 骑上，安放等→“to undo that of mounting 做相反于骑上、安放等的动作”→］? ① get off a horse or bicycle 下马，下车／The officer ordered his troops to ?. 军官命令部队下马。② dissemble 拆卸／The soldiers ?ed the guns from the carriages. 士兵们把大炮从炮架上卸下来。,dismount［dis-＝to undo 表相反动作；mount v. 骑上，安放等→“to undo that of mounting 做相反于骑上、安放等的动作”→］v. ① get off a horse or bicycle 下马，下车／The officer ordered his troops to dismount. 军官命令部队下马。② dissemble 拆卸／The soldiers dismounted the guns from the carriages. 士兵们把大炮从炮架上卸下来。,"['dis-', 'v.']",dismount
566,"?［?（?）= to 到；?＝to climb 攀登→“to climb to a higher place 攀到高处”→］Ⅰ? ① add up to （a particular total） 共计／Her yearly income ?ed to about 120,000 dollars. 她的年收入共计约12万美元。② be equal to（sth else） 等同／The court decided that his actions ?ed to theft. 法庭认定他的行为等于盗窃。→ Ⅱ? quantity 数量／This ? of money should be paid within three days. 这笔钱三天之内必需付清。","amount［a-（ad-）= to 到；mount＝to climb 攀登→“to climb to a higher place 攀到高处”→］Ⅰv. ① add up to （a particular total） 共计／Her yearly income amounted to about 120,000 dollars. 她的年收入共计约12万美元。② be equal to（sth else） 等同／The court decided that his actions amounted to theft. 法庭认定他的行为等于盗窃。→ Ⅱn. quantity 数量／This amount of money should be paid within three days. 这笔钱三天之内必需付清。","['a-', 'ad-', 'mount', 'v.']",amount
567,?［?-（?）= over 越过；?＝to climb 攀登→“to climb over a high place 攀越某高处”→］? ① be on top of 居于…顶上／You can see there a temple ?ed by a statue. 在那里会看见一座顶上有雕像的寺庙。② overcome 克服，战胜／We can ? all the obstacles to win the victory. 我们能够克服一切障碍取得胜利。,surmount［sur-（super-）= over 越过；mount＝to climb 攀登→“to climb over a high place 攀越某高处”→］v. ① be on top of 居于…顶上／You can see there a temple surmounted by a statue. 在那里会看见一座顶上有雕像的寺庙。② overcome 克服，战胜／We can surmount all the obstacles to win the victory. 我们能够克服一切障碍取得胜利。,"['sur', 'super-', 'mount']",surmount
568,?［?-（?）= through 直达；?（?）= to 到；?＝hill 山→“all way through to the top of hill 直达山顶”→“on the top of hill 在顶峰的”］? more important than all other things 至上的，首要的／Passengers' safety is of ? importance. 乘客的安全至关重要。,paramount［par-（per-）= through 直达；a-（ad-）= to 到；mount＝hill 山→“all way through to the top of hill 直达山顶”→“on the top of hill 在顶峰的”］a. more important than all other things 至上的，首要的／Passengers' safety is of paramount importance. 乘客的安全至关重要。,"['par', 'per-', 'a-', 'ad-', 'mount']",paramount
569,"?［?＝again 再；?＝to climb 登→“to climb over sth again 再次登上某物”→］? ① get back on a horse or bicycle 再次骑上（马或自行车）／He fell off the horse, but he ?ed and rode away. 他跌下马，但是又上马奔驰而去。② trace back 追溯，上溯／Royal pedigrees may ? to the remotest time. 王室家谱往往可以追溯至远古时代。","remount［re-＝again 再；mount＝to climb 登→“to climb over sth again 再次登上某物”→］v. ① get back on a horse or bicycle 再次骑上（马或自行车）／He fell off the horse, but he remounted and rode away. 他跌下马，但是又上马奔驰而去。② trace back 追溯，上溯／Royal pedigrees may remount to the remotest time. 王室家谱往往可以追溯至远古时代。","['re-', 'mount']",remount
570,?［?＝hill 山；?；?＝small thing 指小物→“a small hill 小山”→］? small and low hill 小山，小丘／You can find this kind of ants on some ?s. 在某些小丘上可以找到这种蚂蚁。,monticule［mont＝hill 山；-i-；-cule n.＝small thing 指小物→“a small hill 小山”→］n. small and low hill 小山，小丘／You can find this kind of ants on some monticules. 在某些小丘上可以找到这种蚂蚁。,"['mont', '-i-', '-cule n.']",monticule
571,?［?＝forward 向前；?＝hill 山；?= place 表地方→“a piece of land like a forward hill 像突出的山峰般的一块地”→］? narrow land jutting high from and well forward into the sea 海角，岬角／There is a lighthouse on this ? jutting into the Mediterranean Sea. 在这个伸向地中海的岬角上有一座灯塔。,promontory［pro-＝forward 向前；mount＝hill 山；-ory n.= place 表地方→“a piece of land like a forward hill 像突出的山峰般的一块地”→］n. narrow land jutting high from and well forward into the sea 海角，岬角／There is a lighthouse on this promontory jutting into the Mediterranean Sea. 在这个伸向地中海的岬角上有一座灯塔。,"['pro-', 'mount', '-ory n.']",promontory
572,"?［?＝death 死；?＝having the nature 表特性→“having the nature of death 有死亡特征的”→］? ① that will suffer death 终有一死的／Man is ?. 人终有一死。② causing death, or fatal 致死的，致命的／He died of a ? wound in the traffic incident. 他死于交通事故导致的致命伤。","mortal［mort＝death 死；-al a.＝having the nature 表特性→“having the nature of death 有死亡特征的”→］a. ① that will suffer death 终有一死的／Man is mortal. 人终有一死。② causing death, or fatal 致死的，致命的／He died of a mortal wound in the traffic incident. 他死于交通事故导致的致命伤。","['mort', '-al a.']",mortal
573,?［?（?）= not 不；mortal ? 必死的→］? ① not mortal 不朽的／Heroes are ?. 英雄永垂不朽。② everlasting 永世的，长久的／He was respected as spiritual leader for his ? wisdom. 他被奉为精神领袖，因为他的智慧与世长存。,immortal［im-（in-）= not 不；mortal a. 必死的→］a. ① not mortal 不朽的／Heroes are immortal. 英雄永垂不朽。② everlasting 永世的，长久的／He was respected as spiritual leader for his immortal wisdom. 他被奉为精神领袖，因为他的智慧与世长存。,"['im-', 'in-', 'a.']",immortal
574,"?［?＝death 死；?＝pledge 保证→“a heir's pledge to pay the debt at the death of his father 继承人在其父去世后还债的保证”→］Ⅰ? ① agreement to give up property if unable to pay 抵押／He signed a 80％ ? for the new house. 为了购新房，他签了百分之八十的抵押贷款协议。② money loaned to buy a house 购房抵押贷款／They bought the flat on a ?. 他们靠抵押贷款买了单元房。→Ⅱ? place (property, etc.) under a ? 抵押／Faust ?d his soul to the devil. 浮士德将灵魂抵押给魔鬼。","mortgage［mort＝death 死；gage＝pledge 保证→“a heir's pledge to pay the debt at the death of his father 继承人在其父去世后还债的保证”→］Ⅰn. ① agreement to give up property if unable to pay 抵押／He signed a 80％ mortgage for the new house. 为了购新房，他签了百分之八十的抵押贷款协议。② money loaned to buy a house 购房抵押贷款／They bought the flat on a mortgage. 他们靠抵押贷款买了单元房。→Ⅱv. place (property, etc.) under a mortgage 抵押／Faust mortgaged his soul to the devil. 浮士德将灵魂抵押给魔鬼。","['mort', 'gage', 'n.']",mortgage
575,?［?＝after 在…之后；?＝death 死→］I ? after death 死后的／? examination 尸体检验→Ⅱ? examination of body after death 验尸，尸体解剖,postmortem［post-＝after 在…之后；mortem＝death 死→］I a. after death 死后的／postmortem examination 尸体检验→Ⅱn. examination of body after death 验尸，尸体解剖,"['post-', 'mortem', 'a.']",postmortem
576,?［?＝death 死；?；?＝to make 使→“to make or put（sb）to death 使（某人）想去死”→］? humiliate by an injury to self-respect 羞辱，使丢脸／He was ?ified by his poor marks in study. 他因学习成绩差感到丢脸。,mortify［mort＝death 死；-i-；-fy v.＝to make 使→“to make or put（sb）to death 使（某人）想去死”→］v. humiliate by an injury to self-respect 羞辱，使丢脸／He was mortified by his poor marks in study. 他因学习成绩差感到丢脸。,"['mort', '-i-', '-fy v.']",mortify
577,?［?＝death 死亡；?；?（?）?＝person 人→“person who handles business of the death 料理逝者事务的人 ”→］? person who conducts burial and funeral services 殡葬业者／Morticians make money from the alive. 殡葬业赚的是活人的钱。,mortician［mort＝death 死亡；-i-；-cian（-an）n.＝person 人→“person who handles business of the death 料理逝者事务的人 ”→］n. person who conducts burial and funeral services 殡葬业者／Morticians make money from the alive. 殡葬业赚的是活人的钱。,"['mort', '-i-', '-cian', '-an', 'n.']",mortician
578,?［?＝death 死亡；?；?＝place 地点→“place provided for the death 为死亡者提供的场地”→］? place where a dead body is kept and prepared for a funeral 太平间；殡仪馆／The funeral was held at the local ?. 葬礼在当地的殡仪馆举行。,mortuary［mort＝death 死亡；-u-；-ary n.＝place 地点→“place provided for the death 为死亡者提供的场地”→］n. place where a dead body is kept and prepared for a funeral 太平间；殡仪馆／The funeral was held at the local mortuary. 葬礼在当地的殡仪馆举行。,"['mort', '-u-', '-ary n.']",mortuary
579,?［?＝before 在…之前；?＝death 死亡→］? before one's death; dying 死前的；临死的／A priest came in time for his ? confession. 牧师很快来为他主持了临终忏悔。,antemortem［ante-＝before 在…之前；mortem＝death 死亡→］a. before one's death; dying 死前的；临死的／A priest came in time for his antemortem confession. 牧师很快来为他主持了临终忏悔。,"['ante-', 'mortem']",antemortem
580,?［?＝to ? 移动；?→］? ① change place or position移动／Don't ? or I'll shoot. 不许动，不然开枪了。② make sb feel strong feelings 感动／I was deeply ?d by their story. 我被他们的故事所深深感动。,move［mov＝to move 移动；-e→］v. ① change place or position移动／Don't move or I'll shoot. 不许动，不然开枪了。② make sb feel strong feelings 感动／I was deeply moved by their story. 我被他们的故事所深深感动。,"['mov', '-e']",move
581,"?［?＝back, away 回，离；?＝to ?e 移动；?→“to ?e back or away from a certain place 从某地点移走”→］? ① take away 移走；搬开／Please ? the extra chairs. 请把多余的椅子搬走。② go to live in another place 搬家；迁移／My family has ?d to the countryside. 我家搬到乡下去了。","remove［re-＝back, away 回，离；mov＝to move 移动；-e→“to move back or away from a certain place 从某地点移走”→］v. ① take away 移走；搬开／Please remove the extra chairs. 请把多余的椅子搬走。② go to live in another place 搬家；迁移／My family has removed to the countryside. 我家搬到乡下去了。","['re-', 'mov', '-e']",remove
582,"?［?＝back, away 回，离；?＝to move 移动；?→“being moved back or away from a certain place 从某地移走的”→］? located far away from a certain place; distant 远离某地的；遥远的／The city is ? from the seashore. 城市离海边很远。","remote［re-＝back, away 回，离；mot＝to move 移动；-e→“being moved back or away from a certain place 从某地移走的”→］a. located far away from a certain place; distant 远离某地的；遥远的／The city is remote from the seashore. 城市离海边很远。","['re-', 'mot', '-e']",remote
